step,train_loss,train_accuracy,valid_loss,valid_mean_token_accuracy
2379,1e-05,1.0,,
2380,2.03945,0.71429,,
2381,0.0,1.0,,
2382,0.00298,1.0,,
2383,0.92395,0.875,,
2384,0.08291,1.0,,
2385,0.33541,0.875,,
2386,0.0,1.0,,
2387,0.00123,1.0,,
2388,3.3076,0.8,,
2389,0.08108,1.0,,
2390,2.67988,0.6,,
2391,0.00536,1.0,,
2392,0.0,1.0,,
2393,0.0,1.0,,
2394,0.0,1.0,,
2395,0.0,1.0,,
2396,0.39907,0.85714,,
2397,3e-05,1.0,,
2398,0.02338,1.0,,
2399,0.0,1.0,,
2400,0.0,1.0,,
2401,5.99286,0.5,,
2402,0.0,1.0,,
2403,0.0,1.0,,
2404,0.0,1.0,,
2405,0.60554,0.81818,,
2406,0.00038,1.0,,
2407,0.81662,0.8,,
2408,2.92881,0.875,,
2409,0.00452,1.0,,
2410,1.03494,0.75,,
2411,1e-05,1.0,,
2412,0.0,1.0,,
2413,0.0,1.0,,
2414,0.64146,0.83333,,
2415,0.92568,0.9,,
2416,2.65967,0.85714,,
2417,1e-05,1.0,,
2418,0.0,1.0,,
2419,0.29614,0.75,,
2420,0.0,1.0,,
2421,1.90966,0.8,,
2422,1e-05,1.0,,
2423,0.0,1.0,,
2424,3e-05,1.0,,
2425,0.00058,1.0,,
2426,0.0,1.0,,
2427,0.00074,1.0,,
2428,1.39061,0.75,,
2429,0.0,1.0,,
2430,0.0,1.0,,
2431,2.74597,0.83333,,
2432,2.90638,0.8,,
2433,0.0,1.0,,
2434,1.58682,0.8,,
2435,0.0,1.0,,
2436,0.86848,0.83333,,
2437,0.33957,0.875,,
2438,0.0,1.0,,
2439,0.0,1.0,,
2440,0.00168,1.0,,
2441,0.0,1.0,,
2442,0.0,1.0,,
2443,1.72313,0.85714,,
2444,1e-05,1.0,,
2445,0.0,1.0,,
2446,0.00832,1.0,,
2447,0.00032,1.0,,
2448,0.0,1.0,,
2449,1e-05,1.0,,
2450,1e-05,1.0,,
2451,2.2018,0.875,,
2452,0.20386,0.85714,,
2453,0.0,1.0,,
2454,0.0,1.0,,
2455,0.42761,0.85714,,
2456,0.0,1.0,,
2457,0.35732,0.875,,
2458,0.0,1.0,,
2459,1.12319,0.875,,
2460,0.0,1.0,,
2461,2.24294,0.8,,
2462,1e-05,1.0,,
2463,2.33215,0.85714,,
2464,2e-05,1.0,,
2465,0.00014,1.0,,
2466,0.0,1.0,,
2467,1e-05,1.0,,
2468,0.56524,0.9,,
2469,1.91503,0.8,,
2470,4.73779,0.75,,
2471,0.16258,0.85714,,
2472,0.00071,1.0,,
2473,0.23917,0.83333,,
2474,6e-05,1.0,,
2475,0.01182,1.0,,
2476,2.45605,0.9,,
2477,2e-05,1.0,,
2478,1e-05,1.0,,
2479,0.01599,1.0,,
2480,0.0,1.0,,
2481,1.1577,0.875,,
2482,0.00024,1.0,,
2483,0.11647,1.0,,
2484,7e-05,1.0,,
2485,8e-05,1.0,,
2486,0.00419,1.0,,
2487,0.73582,0.75,,
2488,0.0,1.0,,
2489,0.0,1.0,,
2490,0.00089,1.0,,
2491,0.0,1.0,,
2492,0.0,1.0,,
2493,2.12361,0.8,,
2494,0.00052,1.0,,
2495,0.0,1.0,,
2496,0.0,1.0,,
2497,1.64259,0.85714,,
2498,0.0,1.0,,
2499,1.35113,0.83333,,
2500,1.20832,0.85714,,
2501,0.0,1.0,,
2502,0.00026,1.0,,
2503,1.30842,0.875,,
2504,5e-05,1.0,,
2505,0.07456,1.0,,
2506,0.0,1.0,,
2507,0.0,1.0,,
2508,1.00128,0.8,,
2509,0.0,1.0,,
2510,0.0,1.0,,
2511,0.0,1.0,,
2512,4e-05,1.0,,
2513,0.0,1.0,,
2514,1.27609,0.66667,,
2515,0.00831,1.0,,
2516,0.80072,0.875,,
2517,0.0,1.0,,
2518,2e-05,1.0,,
2519,0.0,1.0,,
2520,0.0,1.0,,
2521,1.08588,0.75,,
2522,0.24876,0.83333,,
2523,0.0,1.0,,
2524,0.0,1.0,,
2525,0.0,1.0,,
2526,0.00281,1.0,,
2527,0.00016,1.0,,
2528,0.0,1.0,,
2529,0.0,1.0,,
2530,0.0,1.0,,
2531,0.0,1.0,,
2532,0.0,1.0,,
2533,0.0,1.0,,
2534,1e-05,1.0,,
2535,0.0,1.0,,
2536,4.18026,0.8,,
2537,2e-05,1.0,,
2538,0.0,1.0,,
2539,3e-05,1.0,,
2540,0.0,1.0,,
2541,1.55456,0.875,,
2542,0.0,1.0,,
2543,1.86578,0.8,,
2544,0.0,1.0,,
2545,0.0,1.0,,
2546,0.6357,0.9,,
2547,2.85425,0.75,,
2548,0.00073,1.0,,
2549,0.07621,1.0,,
2550,1.69835,0.83333,,
2551,0.0,1.0,,
2552,0.0,1.0,,
2553,1.16545,0.8,,
2554,0.09805,1.0,,
2555,0.23781,0.875,,
2556,2e-05,1.0,,
2557,0.00022,1.0,,
2558,0.0,1.0,,
2559,0.0,1.0,,
2560,0.0,1.0,,
2561,0.00123,1.0,,
2562,0.65443,0.90909,,
2563,0.0,1.0,,
2564,1.66491,0.75,,
2565,0.0,1.0,,
2566,0.0,1.0,,
2567,0.0,1.0,,
2568,0.0,1.0,,
2569,0.00435,1.0,,
2570,0.0,1.0,,
2571,0.36953,0.85714,,
2572,2.5952,0.83333,,
2573,0.26509,0.8,,
2574,0.00041,1.0,,
2575,3.30616,0.6,,
2576,4e-05,1.0,,
2577,0.73206,0.85714,,
2578,0.0,1.0,,
2579,0.0,1.0,,
2580,0.00041,1.0,,
2581,0.0,1.0,,
2582,0.00608,1.0,,
2583,0.31358,0.75,,
2584,0.0,1.0,,
2585,4e-05,1.0,,
2586,0.0,1.0,,
2587,0.71398,0.90909,,
2588,0.0,1.0,,
2589,0.0,1.0,,
2590,0.0,1.0,,
2591,0.0,1.0,,
2592,0.0,1.0,,
2593,0.0,1.0,,
2594,0.17626,0.85714,,
2595,0.0,1.0,,
2596,1e-05,1.0,,
2597,0.00058,1.0,,
2598,0.0,1.0,,
2599,0.0,1.0,,
2600,0.00317,1.0,,
2601,0.00959,1.0,,
2602,0.36604,0.875,,
2603,0.0,1.0,,
2604,1e-05,1.0,,
2605,0.0,1.0,,
2606,1.00002,0.85714,,
2607,0.0,1.0,,
2608,1.60444,0.83333,,
2609,0.0,1.0,,
2610,0.58278,0.83333,,
2611,0.0,1.0,,
2612,0.0,1.0,,
2613,0.0002,1.0,,
2614,0.0,1.0,,
2615,0.0,1.0,,
2616,6e-05,1.0,,
2617,2.7948,0.8,,
2618,0.0,1.0,,
2619,2.05856,0.85714,,
2620,0.0,1.0,,
2621,0.0,1.0,,
2622,0.00028,1.0,,
2623,0.0,1.0,,
2624,0.0,1.0,,
2625,0.69252,0.83333,,
2626,1.87377,0.83333,,
2627,0.0,1.0,,
2628,0.63129,0.85714,,
2629,0.0,1.0,,
2630,0.00014,1.0,,
2631,0.00609,1.0,,
2632,1e-05,1.0,,
2633,0.46119,0.85714,,
2634,0.0,1.0,,
2635,3e-05,1.0,,
2636,0.0,1.0,,
2637,6.11192,0.75,,
2638,0.46282,0.83333,,
2639,2.0841,0.75,,
2640,0.0,1.0,,
2641,0.0,1.0,,
2642,0.00106,1.0,,
2643,3.95076,0.83333,,
2644,0.0,1.0,,
2645,0.73235,0.85714,,
2646,0.0147,1.0,,
2647,3.08344,0.875,,
2648,0.0,1.0,,
2649,0.0,1.0,,
2650,0.00073,1.0,,
2651,0.64132,0.8,,
2652,0.0,1.0,,
2653,0.00014,1.0,,
2654,0.36879,0.85714,,
2655,0.22244,0.75,,
2656,0.0,1.0,,
2657,0.0,1.0,,
2658,0.00012,1.0,,
2659,0.87022,0.8,,
2660,0.0,1.0,,
2661,1e-05,1.0,,
2662,0.0,1.0,,
2663,0.0,1.0,,
2664,0.0,1.0,,
2665,1.70555,0.875,,
2666,0.0,1.0,,
2667,0.0,1.0,,
2668,0.47979,0.9,,
2669,1.00696,0.8,,
2670,6e-05,1.0,,
2671,0.0,1.0,,
2672,0.01133,1.0,,
2673,1.49221,0.77778,,
2674,0.0,1.0,,
2675,0.0,1.0,,
2676,1e-05,1.0,,
2677,0.77184,0.85714,,
2678,1e-05,1.0,,
2679,0.0,1.0,,
2680,0.0,1.0,,
2681,0.0,1.0,,
2682,0.0,1.0,,
2683,0.0,1.0,,
2684,3.12439,0.85714,,
2685,0.0,1.0,,
2686,1e-05,1.0,,
2687,0.0,1.0,,
2688,0.01017,1.0,,
2689,0.1886,0.875,,
2690,0.0,1.0,,
2691,0.0,1.0,,
2692,1.16647,0.85714,,
2693,0.13368,0.875,,
2694,0.0,1.0,,
2695,3e-05,1.0,,
2696,1e-05,1.0,,
2697,0.0,1.0,,
2698,3.16801,0.85714,,
2699,3.53484,0.85714,,
2700,1.85344,0.57143,,
2701,0.69635,0.75,,
2702,2.2271,0.8,,
2703,0.0,1.0,,
2704,0.00151,1.0,,
2705,1.95572,0.8,,
2706,4e-05,1.0,,
2707,0.00058,1.0,,
2708,0.0305,1.0,,
2709,6e-05,1.0,,
2710,0.00045,1.0,,
2711,2.25037,0.75,,
2712,0.0,1.0,,
2713,0.2012,0.83333,,
2714,1.44113,0.6,,
2715,2.61146,0.8,,
2716,0.00955,1.0,,
2717,2e-05,1.0,,
2718,0.0,1.0,,
2719,0.00171,1.0,,
2720,0.0,1.0,,
2721,0.05342,1.0,,
2722,0.0,1.0,,
2723,0.00021,1.0,,
2724,0.0,1.0,,
2725,0.0,1.0,,
2726,4e-05,1.0,,
2727,1.00796,0.75,,
2728,0.39323,0.875,,
2729,0.00159,1.0,,
2730,0.0,1.0,,
2731,0.0,1.0,,
2732,0.0,1.0,,
2733,1e-05,1.0,,
2734,0.0,1.0,,
2735,0.0,1.0,,
2736,0.00012,1.0,,
2737,0.0,1.0,,
2738,0.00036,1.0,,
2739,0.0,1.0,,
2740,5.54167,0.83333,,
2741,0.00696,1.0,,
2742,0.0,1.0,,
2743,0.00053,1.0,,
2744,0.0,1.0,,
2745,0.0,1.0,,
2746,0.06164,1.0,,
2747,0.0,1.0,,
2748,0.0,1.0,,
2749,3.56539,0.8,,
2750,1.04957,0.83333,,
2751,0.0,1.0,,
2752,1e-05,1.0,,
2753,0.0,1.0,,
2754,0.0,1.0,,
2755,0.0,1.0,,
2756,0.0,1.0,,
2757,0.0,1.0,,
2758,0.0,1.0,,
2759,0.0,1.0,,
2760,0.0,1.0,,
2761,0.0168,1.0,,
2762,2e-05,1.0,,
2763,0.0,1.0,,
2764,0.42942,0.83333,,
2765,0.0,1.0,,
2766,0.0,1.0,,
2767,0.01317,1.0,,
2768,0.67683,0.85714,,
2769,0.0,1.0,,
2770,0.0,1.0,,
2771,1e-05,1.0,,
2772,0.01513,1.0,,
2773,0.25263,0.8,,
2774,0.00118,1.0,,
2775,0.0,1.0,,
2776,0.00313,1.0,,
2777,0.25374,0.875,,
2778,0.00847,1.0,,
2779,0.0,1.0,,
2780,0.00047,1.0,,
2781,0.0,1.0,,
2782,1.60964,0.9,,
2783,1e-05,1.0,,
2784,0.0,1.0,,
2785,1.83875,0.77778,,
2786,0.18313,0.85714,,
2787,0.59812,0.8,,
2788,0.0,1.0,,
2789,3.63376,0.8,,
2790,2.06778,0.8,,
2791,0.00585,1.0,,
2792,0.0,1.0,,
2793,0.00024,1.0,,
2794,1e-05,1.0,,
2795,0.0,1.0,,
2796,0.0,1.0,,
2797,0.0,1.0,,
2798,0.0,1.0,,
2799,0.00567,1.0,,
2800,6.48602,0.8,,
2801,0.0,1.0,,
2802,0.00356,1.0,,
2803,1e-05,1.0,,
2804,0.0,1.0,,
2805,0.0,1.0,,
2806,0.0926,1.0,,
2807,0.85746,0.75,,
2808,0.0,1.0,,
2809,0.0,1.0,,
2810,0.0,1.0,,
2811,0.0,1.0,,
2812,0.00969,1.0,,
2813,0.38078,0.8,,
2814,0.01705,1.0,,
2815,0.0,1.0,,
2816,0.0,1.0,,
2817,0.0,1.0,,
2818,0.0,1.0,,
2819,0.0,1.0,,
2820,0.00103,1.0,,
2821,0.0,1.0,,
2822,0.00405,1.0,,
2823,0.0,1.0,,
2824,0.0,1.0,,
2825,1.81812,0.85714,,
2826,0.0,1.0,,
2827,0.0,1.0,,
2828,0.0,1.0,,
2829,0.0,1.0,,
2830,0.0,1.0,,
2831,2e-05,1.0,,
2832,0.0,1.0,,
2833,0.0,1.0,,
2834,1e-05,1.0,,
2835,0.08867,0.90909,,
2836,0.0,1.0,,
2837,0.0,1.0,,
2838,0.10866,1.0,,
2839,0.0,1.0,,
2840,0.0,1.0,,
2841,0.0,1.0,,
2842,1.5988,0.75,,
2843,0.88357,0.75,,
2844,0.0001,1.0,,
2845,0.0,1.0,,
2846,0.01951,1.0,,
2847,0.0,1.0,,
2848,0.0,1.0,,
2849,1e-05,1.0,,
2850,0.0,1.0,,
2851,0.0,1.0,,
2852,0.0,1.0,,
2853,0.0,1.0,,
2854,0.0,1.0,,
2855,0.0,1.0,,
2856,0.8158,0.875,,
2857,0.46519,0.83333,,
2858,0.0,1.0,,
2859,0.0,1.0,,
2860,0.0,1.0,,
2861,0.0,1.0,,
2862,0.0,1.0,,
2863,0.0,1.0,,
2864,0.0,1.0,,
2865,0.0,1.0,,
2866,1.45935,0.8,,
2867,0.0,1.0,,
2868,3e-05,1.0,,
2869,0.0,1.0,,
2870,1e-05,1.0,,
2871,0.0,1.0,,
2872,0.34484,0.8,,
2873,0.0,1.0,,
2874,0.0,1.0,,
2875,0.0,1.0,,
2876,0.0,1.0,,
2877,0.00035,1.0,,
2878,1.95091,0.8,,
2879,0.0,1.0,,
2880,0.00015,1.0,,
2881,1.20085,0.85714,,
2882,0.00097,1.0,,
2883,2e-05,1.0,,
2884,0.0,1.0,,
2885,0.00239,1.0,,
2886,2e-05,1.0,,
2887,0.0,1.0,,
2888,0.0,1.0,,
2889,4e-05,1.0,,
2890,0.0,1.0,,
2891,4.10566,0.85714,,
2892,9e-05,1.0,,
2893,0.2874,0.9,,
2894,0.0,1.0,,
2895,0.0,1.0,,
2896,2.86418,0.8,,
2897,0.00076,1.0,,
2898,2.4343,0.85714,,
2899,0.0011,1.0,,
2900,0.0,1.0,,
2901,0.0,1.0,,
2902,0.0,1.0,,
2903,0.67489,0.8,,
2904,0.0,1.0,,
2905,0.0,1.0,,
2906,0.00706,1.0,,
2907,0.00264,1.0,,
2908,2.6143,0.875,,
2909,0.0,1.0,,
2910,0.00262,1.0,,
2911,0.0,1.0,,
2912,2.95967,0.85714,,
2913,0.0,1.0,,
2914,0.0,1.0,,
2915,0.0,1.0,,
2916,0.0,1.0,,
2917,0.0,1.0,,
2918,1.2145,0.8,,
2919,0.0,1.0,,
2920,2.02826,0.8,,
2921,0.0,1.0,,
2922,0.00196,1.0,,
2923,0.0,1.0,,
2924,6e-05,1.0,,
2925,0.0,1.0,,
2926,0.0002,1.0,,
2927,0.0,1.0,,
2928,2e-05,1.0,,
2929,0.15193,0.8,,
2930,2.6431,0.8,,
2931,0.0,1.0,,
2932,0.0,1.0,,
2933,0.0,1.0,,
2934,2.20742,0.85714,,
2935,0.0,1.0,,
2936,0.0,1.0,,
2937,0.0,1.0,,
2938,0.36967,0.83333,,
2939,0.0,1.0,,
2940,0.0,1.0,,
2941,0.21073,0.85714,,
2942,0.0,1.0,,
2943,0.0,1.0,,
2944,0.11759,1.0,,
2945,0.0,1.0,,
2946,0.00027,1.0,,
2947,0.0,1.0,,
2948,0.0,1.0,,
2949,0.0,1.0,,
2950,0.0,1.0,,
2951,5e-05,1.0,,
2952,0.79256,0.85714,,
2953,0.0,1.0,,
2954,0.85423,0.8,,
2955,0.0,1.0,,
2956,1.25873,0.8,,
2957,0.0,1.0,,
2958,0.41323,0.83333,,
2959,1.33932,0.8,,
2960,0.0,1.0,,
2961,0.0,1.0,,
2962,0.01947,1.0,,
2963,0.00103,1.0,,
2964,0.0,1.0,,
2965,0.77085,0.83333,,
2966,0.0,1.0,,
2967,0.19163,0.8,,
2968,1e-05,1.0,,
2969,0.0008,1.0,,
2970,0.00228,1.0,,
2971,0.0,1.0,,
2972,0.0,1.0,,
2973,0.0,1.0,,
2974,0.00098,1.0,,
2975,0.00045,1.0,,
2976,0.0,1.0,,
2977,0.0,1.0,,
2978,0.0,1.0,,
2979,0.0,1.0,,
2980,1e-05,1.0,,
2981,0.0,1.0,,
2982,0.0,1.0,,
2983,2.28541,0.75,,
2984,4.76588,0.75,,
2985,2e-05,1.0,,
2986,0.0,1.0,,
2987,0.0,1.0,,
2988,0.00142,1.0,,
2989,0.0,1.0,,
2990,1e-05,1.0,,
2991,2e-05,1.0,,
2992,0.0,1.0,,
2993,0.0,1.0,,
2994,1.16664,0.9,,
2995,0.0,1.0,,
2996,4.59718,0.5,,
2997,0.0,1.0,,
2998,0.0,1.0,,
2999,1e-05,1.0,,
3000,0.0,1.0,,
3001,0.0,1.0,,
3002,0.04074,1.0,,
3003,0.0,1.0,,
3004,0.0,1.0,,
3005,0.53594,0.75,,
3006,0.0,1.0,,
3007,0.0,1.0,,
3008,0.0,1.0,,
3009,4.44213,0.83333,,
3010,0.0001,1.0,,
3011,0.0,1.0,,
3012,0.5669,0.85714,,
3013,1e-05,1.0,,
3014,0.0,1.0,,
3015,0.0,1.0,,
3016,0.00802,1.0,,
3017,0.0,1.0,,
3018,1e-05,1.0,,
3019,0.0,1.0,,
3020,0.00754,1.0,,
3021,0.00098,1.0,,
3022,0.15188,1.0,,
3023,0.0,1.0,,
3024,3e-05,1.0,,
3025,0.0,1.0,,
3026,0.0061,1.0,,
3027,2e-05,1.0,,
3028,0.74248,0.83333,,
3029,0.0,1.0,,
3030,0.0,1.0,,
3031,0.0,1.0,,
3032,8e-05,1.0,,
3033,0.0,1.0,,
3034,0.0,1.0,,
3035,0.0,1.0,,
3036,0.0,1.0,,
3037,0.05049,1.0,,
3038,0.0,1.0,,
3039,0.0,1.0,,
3040,0.0,1.0,,
3041,0.0,1.0,,
3042,0.0,1.0,,
3043,0.0,1.0,,
3044,0.0,1.0,,
3045,0.0,1.0,,
3046,0.0,1.0,,
3047,0.00011,1.0,,
3048,4e-05,1.0,,
3049,0.00176,1.0,,
3050,0.0,1.0,,
3051,0.52658,0.88889,,
3052,0.01099,1.0,,
3053,0.0,1.0,,
3054,0.0,1.0,,
3055,0.0,1.0,,
3056,0.00033,1.0,,
3057,0.0,1.0,,
3058,1e-05,1.0,,
3059,0.0,1.0,,
3060,0.0,1.0,,
3061,0.11217,0.875,,
3062,0.0,1.0,,
3063,1.27267,0.875,,
3064,0.0,1.0,,
3065,0.42636,0.9,,
3066,1.52581,0.85714,,
3067,2.57416,0.85714,,
3068,3.15505,0.8,,
3069,0.00066,1.0,,
3070,0.0,1.0,,
3071,0.0,1.0,,
3072,0.0,1.0,,
3073,0.0,1.0,,
3074,0.0,1.0,,
3075,0.0,1.0,,
3076,3e-05,1.0,,
3077,0.0,1.0,,
3078,0.0,1.0,,
3079,0.0,1.0,,
3080,0.0,1.0,,
3081,0.0,1.0,,
3082,0.0,1.0,,
3083,0.0,1.0,,
3084,0.0,1.0,,
3085,0.0,1.0,,
3086,0.0,1.0,,
3087,0.0,1.0,,
3088,0.0,1.0,,
3089,0.0,1.0,,
3090,0.00074,1.0,,
3091,2.44375,0.75,,
3092,2e-05,1.0,,
3093,0.0,1.0,,
3094,0.0,1.0,,
3095,0.0,1.0,,
3096,0.0,1.0,,
3097,0.00015,1.0,,
3098,0.0,1.0,,
3099,0.0,1.0,,
3100,0.0,1.0,,
3101,0.0,1.0,,
3102,0.0,1.0,,
3103,0.0,1.0,,
3104,0.12562,0.83333,,
3105,0.0,1.0,,
3106,2.41271,0.83333,,
3107,0.0,1.0,,
3108,0.0,1.0,,
3109,0.00287,1.0,,
3110,1e-05,1.0,,
3111,5e-05,1.0,,
3112,0.01172,1.0,,
3113,3.48267,0.8,,
3114,0.0,1.0,,
3115,0.00549,1.0,,
3116,0.0,1.0,,
3117,0.0,1.0,,
3118,1e-05,1.0,,
3119,5e-05,1.0,,
3120,1e-05,1.0,,
3121,0.0,1.0,,
3122,3e-05,1.0,,
3123,0.00286,1.0,,
3124,0.0,1.0,,
3125,0.0,1.0,,
3126,0.0,1.0,,
3127,0.0,1.0,,
3128,0.9051,0.83333,,
3129,0.09241,0.875,,
3130,0.89051,0.85714,,
3131,0.20087,0.8,,
3132,0.0,1.0,,
3133,0.0,1.0,,
3134,0.0,1.0,,
3135,0.0,1.0,,
3136,0.02234,1.0,,
3137,0.0,1.0,,
3138,1e-05,1.0,,
3139,0.02691,1.0,,
3140,0.0,1.0,,
3141,0.0,1.0,,
3142,0.00014,1.0,,
3143,0.0,1.0,,
3144,0.0,1.0,,
3145,0.0,1.0,,
3146,0.0,1.0,,
3147,0.0,1.0,,
3148,0.0,1.0,,
3149,0.0,1.0,,
3150,0.0,1.0,,
3151,0.0,1.0,,
3152,0.0008,1.0,,
3153,2.87625,0.83333,,
3154,0.23871,0.8,,
3155,0.0,1.0,,
3156,0.0,1.0,,
3157,0.02626,1.0,,
3158,0.00103,1.0,,
3159,0.0,1.0,,
3160,0.0,1.0,,
3161,1.54331,0.66667,,
3162,1.56743,0.85714,,
3163,0.0,1.0,,
3164,3.70323,0.71429,,
3165,6e-05,1.0,,
3166,0.02342,1.0,,
3167,0.0,1.0,,
3168,1.48114,0.85714,,
3169,0.0,1.0,,
3170,1.98678,0.8,,
3171,0.14119,0.8,,
3172,0.0003,1.0,,
3173,0.0,1.0,,
3174,0.0,1.0,,
3175,1e-05,1.0,,
3176,0.71598,0.85714,,
3177,4.9634,0.85714,,
3178,0.0,1.0,,
3179,0.0,1.0,,
3180,0.0,1.0,,
3181,0.0,1.0,,
3182,0.0,1.0,,
3183,1.49835,0.83333,,
3184,0.33312,0.75,,
3185,7.02549,0.75,,
3186,0.0,1.0,,
3187,1e-05,1.0,,
3188,0.11193,1.0,,
3189,0.00026,1.0,,
3190,0.0,1.0,,
3191,2e-05,1.0,,
3192,0.0,1.0,,
3193,0.0,1.0,,
3194,0.00024,1.0,,
3195,0.0,1.0,,
3196,0.0,1.0,,
3197,0.0,1.0,,
3198,0.0,1.0,,
3199,0.0,1.0,,
3200,2.22002,0.83333,,
3201,0.0,1.0,,
3202,1.72381,0.75,,
3203,0.00016,1.0,,
3204,0.00022,1.0,,
3205,0.0,1.0,,
3206,0.0,1.0,,
3207,0.0,1.0,,
3208,0.0,1.0,,
3209,0.0,1.0,,
3210,3.10965,0.85714,,
3211,0.0,1.0,,
3212,0.34201,0.83333,,
3213,0.0,1.0,,
3214,0.0,1.0,,
3215,0.80689,0.85714,,
3216,0.0,1.0,,
3217,0.0,1.0,,
3218,0.0,1.0,,
3219,1.79103,0.8,,
3220,0.0,1.0,,
3221,0.0,1.0,,
3222,3.02891,0.83333,,
3223,0.0,1.0,,
3224,0.0,1.0,,
3225,0.0,1.0,,
3226,0.0,1.0,,
3227,0.0,1.0,,
3228,0.00691,1.0,,
3229,2e-05,1.0,,
3230,1e-05,1.0,,
3231,1e-05,1.0,,
3232,0.0,1.0,,
3233,0.0,1.0,,
3234,2e-05,1.0,,
3235,0.0,1.0,,
3236,0.0,1.0,,
3237,0.01825,1.0,,
3238,0.0,1.0,,
3239,0.0,1.0,,
3240,0.0,1.0,,
3241,0.0,1.0,,
3242,0.00022,1.0,,
3243,1.7102,0.8,,
3244,0.0,1.0,,
3245,0.03114,1.0,,
3246,0.73414,0.88889,,
3247,3.19028,0.83333,,
3248,0.0,1.0,,
3249,6e-05,1.0,,
3250,0.0,1.0,,
3251,3.49488,0.85714,,
3252,0.0,1.0,,
3253,0.0,1.0,,
3254,0.0,1.0,,
3255,0.0,1.0,,
3256,0.18968,0.8,,
3257,0.40989,0.8,,
3258,1e-05,1.0,,
3259,0.0,1.0,,
3260,0.0,1.0,,
3261,0.00476,1.0,,
3262,0.78728,0.85714,,
3263,1.78501,0.85714,,
3264,0.0,1.0,,
3265,0.0,1.0,,
3266,0.0,1.0,,
3267,0.0,1.0,,
3268,1e-05,1.0,,
3269,0.0,1.0,,
3270,0.0,1.0,,
3271,1.41143,0.71429,,
3272,0.0,1.0,,
3273,0.0,1.0,,
3274,0.0,1.0,,
3275,0.0,1.0,,
3276,0.0,1.0,,
3277,0.0675,1.0,,
3278,0.0,1.0,,
3279,0.0,1.0,,
3280,0.06305,1.0,,
3281,0.0,1.0,,
3282,0.0,1.0,,
3283,0.0,1.0,,
3284,0.0,1.0,,
3285,0.0,1.0,,
3286,0.05546,1.0,,
3287,0.0,1.0,,
3288,0.0,1.0,,
3289,1e-05,1.0,,
3290,0.0,1.0,,
3291,0.0,1.0,,
3292,0.0,1.0,,
3293,0.75016,0.83333,,
3294,0.0009,1.0,,
3295,0.0,1.0,,
3296,0.0,1.0,,
3297,2.17957,0.75,,
3298,0.0,1.0,,
3299,0.00016,1.0,,
3300,0.00029,1.0,,
3301,2e-05,1.0,,
3302,0.01756,1.0,,
3303,2e-05,1.0,,
3304,0.0,1.0,,
3305,0.01778,1.0,,
3306,1e-05,1.0,,
3307,0.0,1.0,,
3308,0.0,1.0,,
3309,0.87378,0.85714,,
3310,3.2368,0.75,,
3311,0.00162,1.0,,
3312,0.0,1.0,,
3313,1.81919,0.85714,,
3314,0.0,1.0,,
3315,0.40391,0.8,,
3316,2.00468,0.85714,,
3317,1.20317,0.85714,,
3318,0.0,1.0,,
3319,0.0,1.0,,
3320,3e-05,1.0,,
3321,0.0,1.0,,
3322,0.0,1.0,,
3323,0.00301,1.0,,
3324,0.0,1.0,,
3325,0.0,1.0,,
3326,6e-05,1.0,,
3327,0.0,1.0,,
3328,0.0,1.0,,
3329,2.76645,0.8,,
3330,0.0,1.0,,
3331,3.74659,0.8,,
3332,0.00046,1.0,,
3333,2.73921,0.875,,
3334,1e-05,1.0,,
3335,1e-05,1.0,,
3336,0.0427,1.0,,
3337,0.0,1.0,,
3338,0.0,1.0,,
3339,1.42796,0.75,,
3340,1.81044,0.71429,,
3341,0.14807,0.83333,,
3342,0.48446,0.9,,
3343,0.45225,0.875,,
3344,4e-05,1.0,,
3345,0.0,1.0,,
3346,0.0,1.0,,
3347,0.96571,0.8,,
3348,0.0,1.0,,
3349,0.0,1.0,,
3350,0.00239,1.0,,
3351,4.09729,0.75,,
3352,1e-05,1.0,,
3353,0.0,1.0,,
3354,0.0,1.0,,
3355,5e-05,1.0,,
3356,0.24445,0.85714,,
3357,0.00028,1.0,,
3358,0.0,1.0,,
3359,0.0,1.0,,
3360,1.91195,0.85714,,
3361,0.0,1.0,,
3362,0.0,1.0,,
3363,2.4279,0.875,,
3364,0.0,1.0,,
3365,0.00067,1.0,,
3366,0.00017,1.0,,
3367,0.0,1.0,,
3368,0.0,1.0,,
3369,0.0,1.0,,
3370,0.0,1.0,,
3371,0.0,1.0,,
3372,0.0,1.0,,
3373,0.0,1.0,,
3374,0.0,1.0,,
3375,0.00913,1.0,,
3376,0.0,1.0,,
3377,9e-05,1.0,,
3378,0.0,1.0,,
3379,0.01836,1.0,,
3380,0.0,1.0,,
3381,0.0,1.0,,
3382,1e-05,1.0,,
3383,0.0,1.0,,
3384,0.0002,1.0,,
3385,0.0,1.0,,
3386,1.41693,0.75,,
3387,1.17476,0.8,,
3388,0.0,1.0,,
3389,0.0,1.0,,
3390,0.0,1.0,,
3391,0.0,1.0,,
3392,0.0,1.0,,
3393,0.0,1.0,,
3394,2.27669,0.8,,
3395,0.29173,0.83333,,
3396,0.0,1.0,,
3397,0.0,1.0,,
3398,0.0,1.0,,
3399,4.904,0.85714,,
3400,0.0538,1.0,,
3401,0.0,1.0,,
3402,1.63463,0.875,,
3403,1.34587,0.71429,,
3404,0.0,1.0,,
3405,0.0,1.0,,
